,id,description,title,repin_count
3075,188658671886204810,There's never a better time to wear your loungewear out of the house than when it's getting to be a bit too chilly for your liking. Shop our cozy and comfortable pieces that will keep you chic when you just don't feel like changing to leave the house.,Cozy & Chic Loungewear You're Soon to Be Living In,2
3076,188658671886202564,"Take your style inspo literally straight off the runway with these coveted bodysuits, blouses, and crop tops from the buzziest brands for fall. Whether it's a statement or shell, make sure your closet is decorated with only the latest styles and best quality pieces, all available now in our designer edit.",Designer Tops You Need To Add To Your Fall Closet,2
3077,188658671886197737,No budget? No problem. For those who believe you can’t put a price on a great gift—or just those who have plenty of coin to spare—our luxe gift guide showcasing splurge-worthy finds is your one-stop shop.,For the Person in Your Life Who's Worth the Splurge,0
3079,188658671886193051,"Not too high, not too low, the exceptional gifts in this edit bear the Goldilocks of price tags in that they are all juuust right. Priced reasonably between $100 and $300, this collection of gifts includes a high-low mix of wardrobe basics, home must-haves, cozy matching sets, and even statement jewelry.",The Goldilocks of Gift-Giving,0
3080,21181060739696162, ,Hoe maak je een gallery wall? - Stijlvast,11
3083,21181060739696135, ,Iridescent Palettes,5
3092,21181060739623132,from @anthropologie,Colorblock Woven Side Chair,16
3093,21181060739623126,from @KREWE,Soniat Sunglasses,5
3102,21181060739568283,From The Little Market @thelilmarket,Etched Stemless Wine Glass,8
3154,47639708547928804, ,Floral Arrangements,20
3163,21181060739522396, ,Undated planners by The Completist,3
3169,21181060739522353,Material: PolyesterColor: Picture colorItem Type: SwimwearGender: WomanStyle: Sexy,Patchwork High Waist Swimwear Bikini Set - XL,8
3179,21181060739518327,"Lumiere perfume brand and packaging design by Waki Huang - Fivestar Branding Agency Is A Design and Branding Agency. This Work Belongs to The Accredited Artist and Is Curated For Inspiration Only 
#packagingdesign #brandinginspiration",Lumiere perfume brand and packaging design by Waki Huang,7
3205,188658671886192170,"Gift yourself this holiday season with new wardrobe heroes you can't wait to wear time and time again. From oversized coats to sleek black booties, our curated edit of must-have pieces will definitely be fall pieces you'll never stop putting back on.",Shop Must-Have New Arrivals For Fall,2
3206,188658671886190884,"Make your party entrance one to remember in a gown dripping in gold. ✨ Ethereal dresses are calling your name for the holiday season, like this metallic beauty from Acler that will have you walking on cloud nine to your event. Don't wait before it's too late—find your new festive attire here.",Golden Gowns and Shimmering Details Are All You Need for Your Holiday Outfits,5
3207,188658671886188207,"Luxe and affordable are not opposing forces. In fact, good things do come with small price tags. The trick to finding the perfect gift is to choose something that both wows your recipient and pleases your wallet. And that unicorn of a gift, dear shopper, is right here in our gift guide featuring stylish gifts under $100.",Gifts Under $100 You Should Buy For Them (Or Yourself),2
3208,188658671886187526,"The denim craze is still upon us, and we're loving it. Matching sets and statement pieces made from that one beloved fabric we all have in our closets is the fall trend we're staying behind. Shop new denim looks here.","Shop Denim Jackets, Denim Skirts, Denim Pants, Denim Vests—It's Never Ending",179
3209,188658671886186501,"Sometimes the best things in life are unexpected, and we can assure you that these Et Ochs pants have quite a surprising detail. This pair is proof that a statement trouser doesn't have to be bright or patterned to make an impact. Shop more pants you'll want to bring with you into the season here.",You Need These Cutout High Waist Trousers If You Like To Be Daring,2
3210,188658671886184468,"Looking for a wardrobe upgrade? Shop our latest fresh off the runway styles, featuring skirts of every aesthetic from Khaite, Sacai, Rokh, Loewe, Jil Sander, and so many more beloved brands. Don't wait to have your catwalk moment—discover your soon-to-be favorite piece here.",Skirts Fresh Off the Runway You Can Add to Your Closet Now,7
3211,188658671886183625,"If there’s a de facto stage and barometer we consistently turn to for sartorial inspiration, it’s no surprise it leads to the streets. Throw in the subcategory of model-off-duty and you have street-style gold. From nostalgic ‘90s revivals and Y2K-influences to borrowed-from-the-boys tailoring, this is the roundup that will inspire your next outfit and the next.",Here are the Model-Off-Duty Looks to Inspire You All Fall and Winter,2
3212,188658671886182014,"""I've been in search of luxurious loungewear for a while and have found my dream set with Leset. Relaxed and elevated, their pieces are perfect for a lazy day lounging around my apartment or even heading to the office on a casual day. Plus, they have multiple color options, which is great for my currently all-black wardrobe.""—Meghan Shouse, Editorial Content Assistant for ShopBAZAAR",This Luxury Loungewear Brand Has Our Editors Obsessed,3
3213,188658671886178530,"Who says festive dressing means you need to be wearing a dress? Striking pants create enough of a statement that they can carry you through holiday season. Shop our collection of trousers, flares, leggings, and more here.",Pants That Make A Statement,4
3214,188658671886177807,"Looking for a blazer you can wear with anything? Check out our edit of designer jackets and outerwear to find your picture-perfect piece from brands you love: Etro, Valentino, The Row, Joseph, and more.",The Jackets You Can Throw Over Anything & Everything Are Here,2
3215,188658671886176694,"All that glitters isn't gold, but we like these silver boots from Rupert Sanderson better, anyway. These shining shoes mesh our two favorite trends right now: mesmerizing metallics and holiday dressing, both perfect for serving up sparkle.",Metallic Boots You Need For Those Upcoming Holiday Parties,4
3216,188658671886174264,"We're in a layering mood (when aren't we though?), and the best way to do that in the cold seasons is with knitwear. Vests, turtlenecks, cardigans, crops—we can't wait to layer it all for a cozy and chic fall outfit.",Knitwear and Sweaters Great for Layering,4
3217,188658671886173416,"On the go? Keep your most valuables in a purse you're proud to carry that will last you a lifetime. Shop black hobo bags, mini Barbiecore purses, crystal mesh festivities, metallic totes, and more.","Say ""Hello"" to Your New Everyday Companion",1
3218,188658671886170483,"Meet your night out essentials: sequin sets that can be mixed-and-matched, a bold lip that requires zero re-application, and sky-high pumps that sparkle and shine.",Make A Toast Feeling Confident When All Eyes Are On You With These Luxury Holiday Dresses,3
3219,188658671886167402,"Even in everyday activewear, Hailey Bieber somehow still finds ways to look chic and effortless.",Breaking News: Hailey Bieber Still Looks Amazing in Basic Loungewear,2
3220,188658671886166259,"Dorsey is the future of fine jewelry. The buzzy brand is praised for their use of lab-grown gemstones, and their sparkling tennis necklaces have already cultivated a high-profile following. Ethically created from start to finish, our exclusive Hero is a jewelry lover’s fantasy. The intense sparkle from the white sapphires ensures all eyes will be on the wearer. Perfect for party season, as a gift to your loved ones and yourself, this necklace dazzles to no end.",The ShopBAZAAR Hero That Will Make Your Neck Sparkle,3
